_Objects_1_ID,File_Name,IsPrimary,View_1,height,width
6435,,0,,0,0
6435,,0,,0,0
6435,,0,,0,0
6435,,0,,0,0
6435,,0,,0,0
6435,,0,,0,0
6435,,0,,0,0
6435,,0,,0,0
6435,,0,,0,0
6435,,0,,0,0
6435,,0,,0,0
6435,,0,,0,0
6435,,0,,0,0
6435,,0,,0,0
4123,1995.070_003,0,,6613,6886
6435,,0,,0,0
6435,,0,,0,0
6435,,0,,0,0
6435,,0,,0,0
6435,,0,,0,0
6435,,0,,0,0
3015,1978.042_001,1,,6732,8984
6435,,0,,0,0
6435,,0,,0,0
6435,,0,,0,0
6435,,0,,0,0
6435,,0,,0,0
6435,,0,,0,0
6435,,0,,0,0
6435,,0,,0,0
6435,,0,,0,0
6435,,0,,0,0
6435,,1,,0,0
4107,1995.053_001,1,,5470,6013
568,160.2004_001,1,,4884,6010
552,143.2004_001,1,,0,0
6479,2013.198_001,1,3/4 view of proper left,5756,4604
5767,123.2007_001,1,,5412,7216
6478,2013.192_001,1,primary,6156,4177
6477,2013.191_001,1,primary,6631,4648
908,1956.056_001,1,primary,3907,4684
6476,2013.188_001,1,recto,5330,6515
6475,2013.187_001,1,recto,5293,6614
6474,2013.186_001,1,recto,5984,5000
6473,2013.185_001,1,recto,4915,5938
6269,057.2008_001,1,,6587,5249
6472,2013.172_001,1,recto,6007,4711
6471,2013.171_001,1,recto,5881,4774
384,2013.239_001,1,,6321,4452
6470,2013.166_001,1,primary,6702,4868
6469,2013.162_001,1,recto,4202,5046
6468,2013.161_001,1,recto,6111,4933
6467,2013.152_001,1,primary,6631,4648
6466,2013.140_001,1,recto,5063,6168
3866,1990.006_001,1,primary,4364,5676
6465,2013.139_001,1,recto,5279,6348
240,2013.008_001,1,,5616,4432
6464,2013.136_001,1,recto,5050,5391
6463,2013.135_001,1,recto,5056,6217
6462,2013.127_001,1,recto,4141,5855
6461,2013.124_001,1,recto,5263,5471
6460,2013.123_001,1,recto,4799,7089
6459,2013.122_001,1,recto,5591,4462
6458,2013.121_001,1,recto,6740,5156
26,002.2007_001,1,,5328,7098
6457,2013.119_001,1,recto,7076,5049
6456,2013.116_001,1,recto,6509,4945
6455,2013.115_001,1,recto,5158,7084
6121,026.2008_001,1,,5254,6724
222,2013.101_001,1,,6541,4454
6454,2013.112_001,1,recto,6886,5284
6453,2013.105_001,1,recto,6792,5033
6452,2013.104_001,1,recto,6793,4823
6451,2013.102_001,1,3/4 view of proper left,4768,5776
135,2013.475_001,1,,5867,4609
6450,2013.100_001,1,recto,6674,5214
6449,2013.099_001,1,recto,4841,5995
6448,2013.098_001,1,recto,6760,5323
6447,2013.039_001,1,recto,6447,5205
6064,024.2008_001,1,,6973,4721
153,018.1998_001,1,,2547,2038
146,017.1998_001,1,,3308,2646
138,016.1998_001,1,,2835,2268
130,015.1998_001,1,,3124,2499
108,012.1998_001,1,,3045,2436
100,011.1998_001,1,,2310,2889
92,010.1998_001,1,,3203,2562
75,008.1998_001,1,,3071,2457
66,007.1998_001,1,,3045,2436
57,006.1998_001,1,,3229,2583
48,005.1998_001,1,,3229,2583
38,004.1998_001,1,,2835,2268
28,003.1998_001,1,,2352,2941
17,002.1998_001,1,,2142,2679
6,001.1998_001,1,,3308,2646
4,2013.003_001,1,primary,5395,3949
205,2013.126_001,1,,6329,4890
854,1956.001_001,1,primary,4124,5353
873,1956.021_001,1,,8326,7640
3181,1981.112_001,1,primary,4269,5100
922,1956.070_001,1,primary,3153,5479
936,1956.084_001,1,primary,4228,5931
965,1957.017_001,1,primary,5976,4730
968,1957.020_001,1,primary,3981,5213
1571,1963.025_001,1,primary,3907,5001
6062,022.2008_001,1,,5068,6415
1725,1964.008_001,1,primary,4077,5647
1750,1964.033_001,1,primary,4592,5492
1755,1964.038_001,1,primary,4569,5607
189,2013.095_001,1,,6286,5045
2777,1975.126_001,1,primary,4315,5723
1952,1965.026_001,1,primary,4569,5815
1967,1965.041_001,1,primary,4661,5838
2011,1967.017_001,1,primary,4134,5302
2013,1967.019_001,1,primary,4406,5530
5570,2006.065_002,0,2006.065_002_cd.jpg,5412,7216
124,2013.196_001,1,,4984,6230
4475,1995.428_002,0,1995.428_002_cd.jpg,6959,3341
2657,1975.006_001,1,primary,4730,5861
2663,1975.012_001,1,primary,4730,5861
2668,1975.017_001,1,primary,3956,5441
2669,1975.018_001,1,primary,0,0
2670,1975.019_001,1,primary,4892,5871
2673,1975.022_001,1,primary,3853,4615
2738,1975.087_001,1,primary,5838,4661
2923,1977.003_001,1,primary,4246,5146
3046,1980.004_001,1,primary,5251,4507
3061,1980.021_001,1,primary,6069,4730
6012,2008.007_001,1,primary,3980,2238
3459,1983.006_001,1,primary,4548,5756
3617,1985.008_001,1,primary,4776,5907
3654,1986.021_001,0,primary,5792,4661
6446,2013.023_001,1,3/4 view of proper right,6313,4609
6061,021.2008_001,1,,4264,5561
6060,020.2008_001,1,,4739,6063
3980,1992.007_001,1,primary,3461,5006
3991,1992.018_001,1,primary,5538,4642
3999,1992.031_001,1,primary,4832,4104
4009,1993.010_001,1,primary,4315,4854
4622,1996.032_001,1,primary,5700,4523
4697,1996.106_001,1,primary,1049,3585
3935,1991.049_004,0,1991.049_004_cd.jpg,5152,12941
4954,2001.003_001,1,primary,4317,4821
5248,2003.024_001,1,primary,5178,4057
173,2013.006_001,1,,6791,5086
5728,XX-P-002_001,1,primary,4200,5700
2382,1973.085_001,1,,3045,2436
2352,1973.055_001,1,,2268,2836
2351,1973.054_001,1,,2100,2626
2383,1973.086_001,1,,2205,2757
2348,1973.051_001,1,,2100,2626
2347,1973.050_001,1,,2100,2626
2346,1973.049_001,1,,3281,2625
2345,1973.048_001,1,,3101,2481
2023,1968.008_002,0,1968.008_002_cd.jpg,5358,7113
2343,1973.046_001,1,,2100,2626
2302,1973.005_001,1,primary,5545,3408
2675,1975.024_001,1,primary,3803,4674
2803,1975.152_001,1,primary,5953,4730
6443,2013.016_001,1,recto,6718,5411
6442,2013.014_001,1,recto,5032,5921
6441,2013.002_001,1,recto,5236,6866
6440,2013.001_001,1,recto,4646,6619
163,2013.206_001,1,recto,5297,7108
171,2013.170_001,1,,5856,4994
6497,2013.278_001,1,recto,6180,5168
2868,1975.218_001,1,primary,4459,5292
3813,1989.015_001,1,primary,5884,4707
3888,1990.028_001,1,primary,4753,6023
4020,1993.021_001,1,primary,5112,3922
4058,1995.001_001,1,primary,4407,5930
2651,1974.109_001,1,primary,3644,3207
3979,1992.006_001,1,,2142,2679
4789,1998.023_002,0,1998.023_002_cd.jpg,4954,6194
4618,1996.028_002,0,1996.028_002_cd.jpg,5510,4408
3182,1981.113_002,0,1981.113_002_cd.jpg,4612,5766
2546,1973.253_003,0,1973.253_003_cd.jpg,4448,6306
2546,1973.253_002,0,1973.253_002_cd.jpg,4880,6100
1864,1964.124_002,0,1964.124_002_cd.jpg,4860,3888
1031,1959.028_002,0,1959.028_002_cd.jpg,7230,5428
737,1954.093_002,0,1954.093_002_cd.jpg,4376,3500
671,1953.033_002,0,1953.033_002_cd.jpg,3504,4380
220,2013.141_002,0,026.2005_002_cd.jpg,4850,6816
36,2013.404_002,0,003.2007_002_cd.jpg,6246,4996
5826,2008.006_001,1,primary,4306,5182
5825,2008.005_001,1,primary,5428,7230
5824,2008.004_001,1,with mounting,8210,5075
5823,2008.003_001,1,primary,5428,7230
5822,2008.002_001,1,primary,7230,5428
6286,2013.027_001,1,,5428,7230
4951,2000.011_001,1,primary,6832,4254
4919,1999.011_001,1,primary,5428,7230
4863,1998.098_001,1,primary,5402,7196
4815,1998.049_001,1,primary,4832,3866
4790,1998.024_001,1,primary,7230,5428
4789,1998.023_001,1,primary,4050,5064
4618,1996.028_001,1,primary,5600,4480
4081,1995.025_001,1,primary,5738,5122
4078,1995.022_001,1,primary,7230,5428
4029,1993.030_001,1,primary,7196,5402
4015,1993.016_001,1,primary,5428,7230
3788,1988.013_001,1,primary,7230,5428
3682,1986.049_001,1,primary,5390,7180
3620,1985.011_001,1,primary,5340,7114
3618,1985.009_001,1,primary,6272,5016
3553,1983.103_001,1,primary,4634,3706
3548,1983.098_001,1,primary,5452,4362
5059,2002.091_001,1,,2067,2276
3316,1982.094_001,1,primary,6732,8984
3259,1982.037_001,1,primary,5428,7230
3258,1982.036_001,1,primary,7230,5428
3227,1982.005_001,1,primary,7230,5428
3182,1981.113_001,1,primary,6114,4892
3125,1981.057_001,1,primary,5428,7230
4465,1995.418_001,1,primary,7216,5412
5057,2002.089_001,1,,2122,2332
5133,2002.156_001,1,,2400,1846
5076,2002.108_001,1,,2175,2580
5075,2002.107_001,1,,2201,2571
5074,2002.106_001,1,,2218,2577
5073,2002.105_001,1,,2161,2562
5072,2002.104_001,1,,2158,2578
5071,2002.103_001,1,,2180,2591
5070,2002.102_001,1,,2163,2565
5069,2002.101_001,1,,2138,2569
5068,2002.100_001,1,,2172,2578
5067,2002.099_001,1,,2078,2301
5066,2002.098_001,1,,2074,2317
5065,2002.097_001,1,,2103,2341
5064,2002.096_001,1,,2124,2324
5063,2002.095_001,1,,2079,2299
5062,2002.094_001,1,,2096,2309
5061,2002.093_001,1,,2075,2306
5060,2002.092_001,1,,2021,2295
2546,1973.253_001,1,primary,5030,6288
2529,1973.234_001,1,primary,5268,4214
2305,1973.008_001,1,,5996,5255
2279,1972.052_001,1,primary,7050,5294
2060,1969.009_001,1,primary,7230,5428
1930,1965.001_001,1,primary,5390,7180
1879,1964.139_001,1,primary,5486,4388
1868,1964.128_001,1,primary,4918,3934
1864,1964.124_001,1,primary,4944,3954
1643,1963.139_001,1,primary,5428,7230
1634,1963.133_001,1,primary,7180,5390
1540,1962.102_001,1,primary,7230,5428
1537,1962.099_001,1,primary,7130,5354
1477,1961.063_001,1,primary,6480,5184
6059,019.2008_001,1,,5412,7216
1426,1960.256_001,1,primary,5428,7230
1401,1960.231_001,0,primary,7164,5378
1177,1960.007_001,1,primary,7230,5428
5858,1959.275_001,1,primary,1902,1305
5857,1959.274_001,1,primary,7230,5428
5856,1959.273_001,1,primary,7196,5402
5855,1959.272_001,1,primary,7230,5428
5854,1959.271_001,1,primary,7230,5428
5853,1959.270_001,1,primary,7230,5428
5852,1959.269_001,1,primary,7230,5428
5851,1959.268_001,1,primary,7230,5428
5850,1959.267_001,1,primary,7196,5402
5849,1959.266_001,1,primary,7230,5428
5848,1959.265_001,1,primary,7230,5428
5847,1959.264_001,1,primary,7230,5428
5846,1959.263_001,1,primary,7230,5428
5845,1959.262_001,1,primary,7230,5428
5844,1959.261_001,1,primary,7230,5428
5843,1959.260_001,1,primary,7164,5378
5058,2002.090_001,1,,2085,2319
5842,1959.259_001,1,primary,7230,5428
5841,1959.258_001,1,primary,7230,5428
5840,1959.257_001,1,primary,7230,5428
5839,1959.256_001,1,primary,7230,5428
5838,1959.255_001,1,primary,7230,5428
5836,1959.253_001,1,primary,7230,5428
3769,1987.023_001,1,primary,3874,4295
2076,1970.003_001,1,primary,4684,5976
2053,1969.002_001,1,primary,4615,5815
1749,1964.032_001,1,primary,3874,5344
6278,2013.013_001,1,,5428,7230
1590,1963.054_001,1,primary,3923,5030
1176,1960.006_001,1,primary,4467,5431
5835,1959.252_001,1,primary,7230,5428
5834,1959.251_001,1,primary,7230,5428
5833,1959.250_001,1,primary,7230,5428
5832,1959.249_001,1,primary,7230,5428
5831,1959.248_001,1,primary,7230,5428
1041,1959.061_001,1,primary,3463,5535
682,1954.002_001,1,primary,3777,5272
3935,1991.049_003,0,1991.049_003_cd.jpg,5400,13810
5830,1959.247_001,1,primary,7164,5378
5829,1959.246_001,1,primary,7230,5428
5828,1959.245_001,1,primary,7230,5428
5821,1959.244_001,1,primary,7146,5366
5820,1959.243_001,1,primary,7202,5408
5819,1959.242_001,1,primary,7230,5428
5818,1959.241_001,1,primary,7230,5428
5817,1959.240_001,1,primary,7230,5428
5816,1959.239_001,1,primary,7230,5428
5815,1959.238_001,1,primary,7230,5428
5822,2008.002_002,0,2008.002_002_cd.jpg,7180,5390
5814,1959.237_001,1,primary,7230,5428
5813,1959.236_001,1,primary,7230,5428
5812,1959.235_001,1,primary,7138,5358
5811,1959.234_001,1,primary,7230,5428
5809,1959.233_001,1,primary,7230,5428
5810,1959.232_001,1,primary,7230,5428
5808,1959.231_001,1,primary,7230,5428
5807,1959.230_001,1,primary,7230,5428
5806,1959.229_001,1,primary,7230,5428
5805,1959.228_001,1,primary,7138,5358
5804,1959.227_001,1,primary,7230,5428
5803,1959.226_001,1,primary,7230,5428
1135,1959.190_001,1,primary,7146,5366
1104,1959.135_001,1,primary,5428,7230
1101,1959.131_001,1,primary,7230,5428
1033,1959.030_001,1,primary,5378,7164
1031,1959.028_001,1,primary,7230,5428
991,1957.045_001,1,primary,4364,5454
987,1957.041_001,1,primary,5034,6292
5056,2002.088_001,1,,2055,2296
5568,2006.063_001,1,primary,5435,4200
3935,1991.049_002,0,1991.049_002_cd.jpg,5100,7779
4777,1998.011_001,1,primary,4817,4147
4041,1994.012_001,1,primary,4364,5676
4040,1994.011_001,1,primary,3484,5415
4032,1994.003_001,1,primary,7230,5428
3941,1991.055_001,1,primary,4176,4453
3802,1989.003_001,1,primary,4107,5376
6054,2008.220_001,1,,5428,7230
143,2013.155_001,1,,6092,8189
3978,1992.005_001,1,primary,7164,5385
2722,1975.072_001,1,primary,4686,5747
7259,2011.047_001,1,,2342,3000
6058,018.2008_001,1,,7216,5412
202,2013.387_002,0,024.2002_002_cd.jpg,5428,7230
6936,019.2010_001,1,,6165,7437
6496,2013.277_001,1,recto,5029,6206
6057,017.2008_001,1,,7216,5412
2233,1972.006_001,1,primary,4523,5700
3060,1980.020_001,1,primary,4523,5630
188,2013.032_004,0,022.2004_004_cd.jpg,5412,7216
3035,1979.018_001,1,primary,4425,5614
2309,1973.012_001,1,primary,4407,4246
2715,1975.064_001,1,primary,5669,4528
5885,,1,,0,0
6495,2013.267_001,1,recto,5012,5171
2985,1978.008_002,0,1978.008_002_cd.jpg,7114,5340
748,1954.104_001,1,primary,5488,4390
2066,1969.015_001,1,primary,5653,3276
1982,1966.005_001,1,primary,4684,5861
737,1954.093_001,1,primary,4388,3510
671,1953.033_001,1,primary,3892,4864
5826,2008.006_002,0,2008.006_002_cd.jpg,4248,5594
6624,329.2008_001,1,primary,6787,4833
5825,2008.005_004,0,2008.005_004_cd.jpg,5428,7230
2300,1973.003_001,1,primary,4484,5284
2714,1975.063_001,1,primary,5676,4489
5825,2008.005_003,0,2008.005_003_cd.jpg,5428,7230
657,1953.019_001,1,primary,5774,4618
635,1952.004_001,1,primary,7230,5428
2293,1972.066_001,1,primary,5625,4253
2713,1975.062_001,1,primary,4084,5030
5825,2008.005_002,0,2008.005_002_cd.jpg,5428,7230
550,138.2004_001,1,primary,5390,7180
5822,2008.002_004,0,2008.002_004_cd.jpg,7146,5366
549,137.2004_001,1,primary,5428,7230
4986,2002.019_001,1,,626,731
4987,2002.020_001,1,,620,728
4988,2002.021_001,1,,620,731
4989,2002.022_001,1,,630,725
4990,2002.023_001,1,,636,731
4991,2002.024_001,1,,623,719
4992,2002.025_001,1,,627,722
4993,2002.026_001,1,,621,725
4994,2002.027_001,1,primary,6248,7767
4995,2002.028_001,1,,623,731
4996,2002.029_001,1,,620,726
4997,2002.030_001,1,,626,728
5001,2002.033_001,1,,3000,2262
5002,2002.034_001,1,,3187,2400
5003,2002.035_001,1,,3199,2400
5004,2002.036_001,1,,3180,2400
5005,2002.037_001,1,,3169,2400
5006,2002.038_001,1,,3184,2400
5007,2002.039_001,1,,3159,2400
5008,2002.040_001,1,,3201,2400
5009,2002.041_001,1,,3182,2400
5010,2002.042_001,1,,3160,2400
5011,2002.043_001,1,,3171,2400
5012,2002.044_001,1,,3167,2400
5013,2002.045_001,1,,3163,2400
5014,2002.046_001,1,,3178,2400
5041,2002.073_001,1,open book display,2071,2850
5122,2002.145_001,1,folio title page,534,390
5123,2002.146_001,1,folio one,532,384
5124,2002.147_001,1,folio two,531,383
5125,2002.148_001,1,folio three,532,381
5126,2002.149_001,1,folio four,529,388
5127,2002.150_001,1,folio five,530,389
5128,2002.151_001,1,folio six,532,384
5129,2002.152_001,1,folio seven,530,383
5130,2002.153_001,1,folio eight,527,385
5131,2002.154_001,1,folio nine,529,384
5132,2002.155_001,1,folio colophon,533,384
5152,2002.175_001,1,,2491,1824
5153,2002.176_001,1,,4720,3488
5154,2002.177_001,1,,4260,3228
5155,2002.178_001,1,,4257,3276
188,2013.032_003,0,022.2004_003_cd.jpg,5412,7216
5157,2002.180_001,1,,4558,3388
5158,2002.181_001,1,,3685,2963
5159,2002.182_001,1,,3254,2365
5160,2002.183_001,1,,4703,3498
5162,2002.185_001,1,,4847,3202
5163,2002.186_001,1,,4302,3135
5164,2002.187_001,1,,2515,3093
5165,2002.188_001,1,,1769,2756
5166,2002.189_001,1,,2040,2844
5168,2002.191_001,1,,3051,4368
5172,2002.195_001,1,,3250,2390
5173,2002.196_001,1,,5122,2830
5174,2002.197_001,1,,2768,1982
5175,2002.198_001,1,,2077,2465
5176,2002.199_001,1,,1963,2334
5177,2002.200_001,1,,2540,3024
5179,2002.202_001,1,,2593,3070
5180,2002.203_001,1,,2452,1993
5181,2002.204_001,1,,2468,3000
5182,2002.205_001,1,,3000,2439
5442,2004.147_001,1,,2058,2715
188,2013.032_002,0,022.2004_002_cd.jpg,5412,7216
5444,2004.149_001,1,,2010,2697
5445,2004.150_001,1,,3391,4554
5446,2004.151_001,1,,2090,2733
5447,2004.152_001,1,,2178,2679
5448,2004.153_001,1,,3468,4615
5449,2004.154_001,1,,2052,2697
5450,2004.155_001,1,,3404,4759
5468,2005.016_001,1,,3193,4264
5469,2005.017_001,1,,2659,3600
5470,2005.018_001,1,,2708,3600
5471,2005.019_001,1,,2687,3600
5472,2005.020_001,1,,2654,3600
5473,2005.021_001,1,,2714,3600
5474,2005.022_001,1,,2487,3300
5475,2005.023_001,1,,2460,3300
5476,2005.024_001,1,,2100,2825
5477,2005.025_001,1,,2400,3241
5478,2005.026_001,1,,3412,4587
462,088.2004_001,1,primary,5428,7230
5480,2005.028_001,1,,2255,3300
5586,2007.015_001,1,,1764,2382
4986,2002.019_002,0,2002.019_002_cd.jpg,2500,2214
4987,2002.020_002,0,2002.020_002_cd.jpg,2500,2214
4988,2002.021_002,0,2002.021_002_cd.jpg,2500,2214
4989,2002.022_002,0,2002.022_002_cd.jpg,2500,2214
4990,2002.023_002,0,2002.023_002_cd.jpg,2500,2214
4991,2002.024_002,0,2002.024_002_cd.jpg,2500,2214
4992,2002.025_002,0,2002.025_002_cd.jpg,2500,2214
4993,2002.026_002,0,2002.026_002_cd.jpg,2500,2214
4994,2002.027_002,0,2002.027_002_cd.jpg,2500,2214
4995,2002.028_002,0,2002.028_002_cd.jpg,2500,2214
4996,2002.029_002,0,2002.029_002_cd.jpg,2500,2214
4997,2002.030_002,0,2002.030_002_cd.jpg,2500,2214
5001,2002.033_002,0,2002.033_002_cd.jpg,1941,2500
5122,2002.145_002,0,2002.145_002_cd.jpg,1104,2500
5123,2002.146_002,0,2002.146_002_cd.jpg,1357,3072
5124,2002.147_002,0,2002.147_002_cd.jpg,1357,3072
5125,2002.148_002,0,2002.148_002_cd.jpg,1357,3072
5126,2002.149_002,0,2002.149_002_cd.jpg,1357,3072
5127,2002.150_002,0,2002.150_002_cd.jpg,1357,3072
5128,2002.151_002,0,2002.151_002_cd.jpg,1357,3072
5129,2002.152_002,0,2002.152_002_cd.jpg,1357,3072
5130,2002.153_002,0,2002.153_002_cd.jpg,1357,3072
5131,2002.154_002,0,2002.154_002_cd.jpg,1357,3072
5132,2002.155_002,0,2002.155_002_cd.jpg,1357,3072
5478,2005.026_002,0,2005.026_002_cd.jpg,1095,2500
84,009.1998_001,1,primary,5400,4153
683,1954.004_001,1,primary,5834,4615
684,1954.005_001,1,primary,4292,5650
964,1957.016_001,1,primary,3768,5055
1179,1960.009_001,1,primary,4707,5815
1441,1961.012_001,1,primary,2754,3350
1447,1961.022_001,1,primary,4661,5423
1494,1962.025_001,1,primary,5372,3934
6276,2013.011_001,1,,7164,5378
1734,1964.017_001,1,primary,4823,5976
1746,1964.029_001,1,primary,3286,5281
20,2013.165_002,0,002.2001_002_cd.jpg,5351,7100
2001,1967.006_001,1,primary,4446,5646
2002,1967.007_001,1,primary,4361,5700
2021,1968.006_001,1,primary,3591,5023
2026,1968.011_001,1,primary,4707,5815
2029,1968.014_001,1,primary,4523,5537
2116,1970.050_001,1,combined view,4364,5561
2234,1972.007_001,1,primary,3489,4172
2304,1973.007_001,1,primary,4689,5053
2306,1973.009_001,1,primary,4049,5765
2334,1973.037_001,1,primary,4689,5834
523,2008.160_001,1,recto,6237,4990
2681,1975.030_001,1,primary,4739,5848
2691,1975.040_001,1,primary,4623,5792
2692,1975.041_001,1,primary,4476,5676
2693,1975.042_001,1,primary,4661,5746
2698,1975.047_001,1,primary,4315,5173
2699,1975.048_001,1,primary,4623,5861
2700,1975.049_001,1,primary,3982,4965
2749,1975.098_001,1,primary,4476,5815
2860,1975.210_001,1,primary,6000,4892
2881,1976.010_001,1,primary,4246,5469
2924,1977.005_001,1,primary,4661,5815
3021,1979.002_001,1,primary,4800,5953
3180,1981.111_001,1,primary,6060,7598
6494,2013.266_001,1,recto,5076,5212
3262,1982.040_001,1,primary,5423,4269
3570,1984.015_001,1,primary,4823,5976
3571,1984.016_001,1,primary,4689,5834
3650,1986.017_001,1,primary,6583,7841
3658,1986.025_001,1,primary,6182,6997
3659,1986.026_001,1,primary,4800,5953
3772,1987.026_001,1,primary,4569,5146
3809,1989.011_001,1,primary,7050,9106
3861,1990.001_001,1,primary,8597,10800
3862,1990.002_001,1,primary,5807,4639
3864,1990.004_001,1,primary,4446,5646
3892,1991.005_001,1,primary,5376,4384
18,2013.213_003,0,002.1999_003_cd.jpg,5412,7216
3976,1992.003_001,1,primary,5683,4358
5613,,1,,0,0
868,,1,,0,0
4064,1995.008_001,1,primary,5858,6751
4603,1996.013_001,1,primary,5815,4707
4625,1996.035_001,1,primary,4800,5930
4864,1998.099_001,1,primary,4689,5834
4911,1999.003_001,1,primary,4364,5787
4914,1999.006_001,1,primary,4730,5953
6493,2013.264_001,1,primary,4381,5477
5077,2002.109_001,1,primary,4776,4200
5257,2003.033_001,1,primary,5848,4739
5282,2003.058_001,1,primary,3935,4454
5489,2005.037_001,1,primary,5248,4048
5552,2006.047_001,1,primary,4739,5848
5581,2007.010_001,1,primary,4414,5735
5732,XX-P-013_001,1,primary,5848,4739
220,2013.141_001,1,primary,5248,6990
36,2013.404_001,1,primary,5074,6342
33,2013.252_001,1,primary,6500,5200
6492,2013.263_001,1,recto,4882,6313
6491,2013.262_001,1,recto,5315,6755
6490,2013.261_001,1,recto,6275,5350
6489,2013.260_001,1,recto,4270,6782
6488,2013.237_001,1,3/4 view of proper right,6702,4868
6487,2013.236_001,1,primary,6250,4625
6056,016.2008_001,1,,4854,5734
2040,1968.025_003,0,1968.025_003_cd.jpg,5428,7230
875,,1,,0,0
8722,,1,,0,0
40,2013.248_001,1,recto,5062,6947
6055,015.2008_001,1,,5852,4963
2350,1973.053_001,1,primary,5387,7168
133,015.2004_001,1,,0,0
6277,2013.012_001,1,,5428,7230
6273,2013.004_001,1,,5428,7230
96,2013.269_001,1,,5249,6532
18,2013.213_002,0,002.1999_002_cd.jpg,5412,7216
2344,1973.047_001,1,primary,5369,7133
5570,2006.065_001,1,primary,5412,7216
42,2013.148_001,0,,5304,7066
2339,1973.042_001,1,primary,5361,7118
2231,1972.004_001,1,primary,5412,7216
2023,1968.008_001,1,primary,5379,7152
1580,1963.040_001,1,primary,5324,7048
5800,008.2008_001,1,,5491,4289
523,2008.160_002,0,verso,6237,4990
2661,,1,,0,0
6019,2008.001_001,1,primary,3980,2238
872,1956.020_001,1,,7069,6567
5443,2004.148_001,1,primary,5412,7216
1040,1959.060_001,1,,8946,6703
894,1956.042_001,1,,8912,6678
551,142.2004_001,1,,0,0
5766,124.2007_001,1,,6732,8984
392,057.2003_001,1,with frame,6564,8769
6879,045.2009_001,1,,6633,8852
6873,044.2009_001,1,,8984,6732
7198,026.2010_001,1,,6538,5230
69,2013.253_001,1,,4784,5383
39,2013.149_001,1,,6348,5284
35,2013.178_001,1,,6996,4885
29,2013.005_001,1,,5068,6474
5156,2002.179_001,1,primary,3163,2400
380,2013.220_001,1,primary,7071,5336
5613,,0,,0,0
7197,025.2010_001,1,,4887,6503
7191,023.2010_001,1,,8984,6732
4108,1995.054_001,1,,5896,6439
5772,002.2008_001,1,,4195,6515
7166,022.2010_001,1,,8984,6732
179,2013.217_001,1,,6052,4842
4123,1995.070_002,0,,6627,6929
6208,,1,,0,0
6849,020.2009_001,1,,8904,6672
4127,1995.074_001,1,,7302,5392
7202,2011.009_001,1,,4468,7506
6933,017.2010_001,1,,8984,6732
6934,016.2010_001,1,,8984,6732
6908,013.2010_001,1,,6732,8984
6907,012.2010_001,1,,8984,6732
6906,010.2010_001,1,,5982,7477
7215,008.2011_001,1,,6646,8869
6903,008.2010_001,1,,3072,2458
1959,1965.033_001,1,,8935,6695
6904,007.2010_001,1,,3072,2070
2241,1972.014_001,1,,8984,6732
2035,1968.020_001,1,,8984,6732
224,027.1998_001,1,primary,7013,5306
4938,1999.030_001,1,primary,7216,5412
4773,1998.007_001,1,primary,7216,5412
6206,,1,,0,0
6885,002.2010_001,1,,6574,8773
9315,2015.083_001,1,,4726,3862
6322,2013.169_002,1,,6230,7528
6538,,1,,0,0
6281,2013.020_001,1,,5428,7230
6280,2013.017_001,1,,7098,5328
6065,,1,,0,0
4475,1995.428_001,1,primary,6959,3341
5486,2005.034_001,1,,6202,6148
5773,003.2008_001,1,,7046,6349
7202,2011.009_002,0,,4468,7506
4089,1995.034_001,1,,6713,8959
4090,1995.035_001,1,,7023,6551
4168,1995.115_001,1,primary,7216,5412
3935,1991.049_001,1,primary,1643,7182
6883,001.2010_001,1,,8883,6656
545,122.2007_001,1,,5923,8132
543,,1,,0,0
2965,1977.048_001,1,,6641,8863
7164,,1,,0,0
6952,,1,,0,0
7172,,1,,0,0
7171,,1,,0,0
7170,,1,,0,0
15,2013.175_001,1,,6231,5341
6287,2013.028_001,1,,5428,7230
3646,1986.013_001,1,primary,5412,7216
9665,2016.253_001_fm.jpg,1,,0,0
9664,2016.252_001_fm.jpg,1,,0,0
6633,328.2008_001,1,primary,6787,4833
569,2013.065_002,0,161.2004_002_cd.jpg,7230,5428
569,2013.065_003,0,161.2004_003_cd.jpg,7230,5428
3714,1986.057_001_fm.jpg,1,,0,0
4867,1998.102_001_fm.jpg,1,,0,0
4869,1998.104_001_fm.jpg,1,,0,0
4870,1998.105_001_fm.jpg,1,,0,0
6843,2009.117_001,1,primary,3263,4832
6231,,1,,0,0
6232,,1,,0,0
6233,,1,,0,0
6234,,1,,0,0
6235,,1,,0,0
6236,,1,,0,0
6237,,1,,0,0
6238,,1,,0,0
938,1956.086_001,1,,7230,5428
989,1957.043_001,1,,5134,6556
1125,1959.171_001,1,,5952,4478
1596,1963.066_001,1,primary,7230,5428
1724,1964.007_001,1,primary,4815,6101
1747,1964.030_001,0,,7230,5428
9,2013.125_001,1,3/4 view of proper right,6399,4853
2295,1972.068_001,1,,7230,5428
4058,1995.001_002,0,1995.001_002_cd.jpg,3711,5434
4677,1996.087_001,1,,7230,5428
2349,1973.052_001,1,,2394,2994
2299,1973.002_001,1,primary,2897,2120
989,1957.043_002,0,1957.043_002_cd.jpg,6626,5084
989,1957.043_003,0,1957.043_003_cd.jpg,6858,5036
1125,1959.171_002,0,1959.171_002_cd.jpg,5378,4422
1125,1959.171_003,0,1959.171_003_cd.jpg,6266,5014
